company_id,country,sector,revenue,debt_ratio,days_late,num_employees,credit_score,years_in_business,defaulted,expected_loss
C0844,FR,Construction,133.71,0.173,10,156,429,11,0,0.04
C0845,FR,Energy,234.76,0.509,10,299,561,28,0,0.12
C0846,FR,Tech,128.35,0.056,7,65,813,28,0,0.01
C0847,FR,Tech,702.59,0.482,12,452,609,21,0,0.54
C0848,FR,Construction,182.98,0.478,6,478,489,7,0,1.48
C0849,BE,Tech,447.52,0.259,9,150,547,7,0,0.12
C0850,IT,Energy,217.67,0.171,8,89,632,10,0,0.02
C0851,BE,Energy,323.27,0.409,6,217,384,1,0,4.42
C0852,BE,Construction,220.41,0.399,6,386,608,19,0,0.66
C0853,BE,Construction,472.55,0.302,7,315,318,17,1,87.9
C0854,DE,Energy,188.51,0.069,7,24,769,16,0,0.01
C0855,DE,Tech,256.54,0.555,10,9,635,37,0,0.12
C0856,BE,Tech,234.26,0.228,5,121,362,10,0,1.04
C0857,DE,Energy,148.15,0.348,9,378,556,32,0,0.12
C0858,FR,Tech,240.68,0.05,10,133,786,8,0,0.01
C0859,IT,Construction,866.16,0.063,15,447,830,24,0,0.04
C0860,BE,Tech,150.01,0.085,10,152,375,34,0,0.41
C0861,BE,Construction,243.14,0.359,6,446,448,33,0,1.03
C0862,BE,Construction,437.22,0.491,8,460,379,24,0,4.71
C0863,FR,Finance,402.69,0.062,7,365,502,9,0,0.12
C0864,IT,Retail,182.77,0.286,7,91,774,15,0,0.0
C0865,BE,Construction,34.18,0.526,8,40,688,17,0,0.14
C0866,IT,Retail,260.26,0.039,7,90,441,33,0,0.04
C0867,BE,Tech,38.34,0.545,6,318,478,15,0,0.32
C0868,BE,Retail,507.23,0.185,5,347,636,33,0,0.22
C0869,ES,Retail,204.1,0.564,8,492,628,38,0,0.44
C0870,FR,Retail,364.95,0.207,5,476,554,5,0,0.39
C0871,ES,Retail,96.4,0.322,6,157,531,37,0,0.22
C0872,DE,Finance,61.14,0.247,10,197,813,23,0,0.0
C0873,FR,Retail,217.57,0.158,6,387,576,24,0,0.13
C0874,FR,Tech,177.06,0.148,4,387,730,12,0,0.02
C0875,IT,Construction,128.5,0.218,8,160,827,14,0,0.02
C0876,ES,Finance,192.34,0.32,10,20,484,22,0,0.05
C0877,ES,Finance,1257.91,0.491,13,52,728,8,0,0.19
C0878,IT,Retail,325.11,0.22,9,412,747,29,0,0.07
C0879,ES,Finance,377.91,0.549,11,177,420,27,0,2.63
C0880,IT,Construction,327.26,0.508,8,363,424,1,0,1.82
C0881,FR,Retail,510.62,0.309,4,401,388,9,1,132.7
C0882,BE,Energy,158.69,0.261,8,448,638,21,0,0.27
C0883,ES,Finance,43.02,0.372,12,248,718,29,0,0.16
C0884,FR,Tech,158.85,0.106,7,320,713,12,0,0.01
C0885,BE,Retail,319.97,0.111,8,101,513,35,0,0.1
C0886,IT,Finance,91.94,0.22,6,470,686,21,0,0.01
C0887,FR,Finance,160.22,0.22,8,442,316,22,0,0.15
C0888,FR,Finance,111.69,0.346,8,197,661,5,0,0.09
C0889,FR,Finance,518.75,0.221,11,186,560,25,0,0.03
C0890,DE,Finance,306.32,0.583,10,367,756,32,0,0.19
C0891,FR,Energy,286.02,0.094,8,209,832,9,0,0.02
C0892,IT,Retail,280.09,0.319,6,364,605,22,0,0.04
C0893,ES,Construction,176.61,0.219,10,49,642,1,0,0.44
C0894,BE,Tech,208.16,0.49,8,137,810,9,0,0.14
C0895,IT,Energy,79.07,0.625,6,391,488,3,1,20.98
C0896,IT,Construction,39.23,0.119,5,460,379,31,0,0.13
C0897,ES,Finance,201.35,0.053,3,17,578,39,0,0.06
C0898,FR,Tech,227.42,0.202,9,390,495,2,0,0.51
C0899,FR,Tech,422.62,0.288,5,39,649,28,0,0.14
C0900,IT,Construction,544.54,0.134,12,433,730,24,0,0.16
C0901,FR,Retail,544.03,0.198,8,130,577,28,0,0.44
C0902,FR,Energy,90.14,0.227,7,184,469,20,0,0.29
C0903,DE,Construction,141.66,0.485,7,359,610,39,0,0.05
C0904,BE,Energy,253.72,0.095,6,421,543,2,0,0.24
C0905,ES,Tech,1066.71,0.159,4,210,402,6,1,554.69
C0906,IT,Finance,510.85,0.174,11,160,725,10,0,0.15
C0907,ES,Tech,396.86,0.301,5,490,482,31,0,0.28
C0908,FR,Construction,138.18,0.469,16,482,596,4,0,0.2
C0909,DE,Energy,97.69,0.252,8,264,799,5,0,0.11
C0910,FR,Retail,314.89,0.193,5,16,403,29,0,0.81
C0911,IT,Energy,83.89,0.09,12,484,534,17,0,0.04
C0912,FR,Retail,153.41,0.292,5,311,396,28,0,0.17
C0913,DE,Finance,167.28,0.195,8,278,540,15,0,0.04
C0914,BE,Construction,552.82,0.146,6,60,465,4,0,0.98
C0915,ES,Tech,141.42,0.192,6,496,803,24,0,0.01
C0916,ES,Energy,32.87,0.15,9,360,466,5,1,5.92
C0917,ES,Construction,258.04,0.134,8,112,637,19,0,0.28
C0918,IT,Tech,111.13,0.164,8,185,375,35,0,0.1
C0919,DE,Tech,186.76,0.192,11,175,550,8,0,0.07
C0920,IT,Energy,170.6,0.166,5,435,759,8,0,0.02
C0921,BE,Tech,149.67,0.412,10,240,669,37,0,0.01
C0922,ES,Construction,315.21,0.242,8,436,455,12,1,21.98
C0923,ES,Retail,61.99,0.096,8,345,834,15,0,0.01
C0924,FR,Finance,126.23,0.125,6,187,741,27,0,0.03
C0925,DE,Tech,292.61,0.14,10,205,521,5,0,0.13
C0926,BE,Energy,117.94,0.861,10,405,835,3,0,0.39
C0927,ES,Retail,58.78,0.191,6,252,403,33,0,0.11
C0928,DE,Tech,289.45,0.262,5,342,482,37,0,0.06
C0929,ES,Construction,397.89,0.051,9,65,811,39,0,0.08
C0930,ES,Tech,175.65,0.201,8,216,833,1,0,0.02
C0931,ES,Retail,45.94,0.527,9,290,752,21,0,0.1
C0932,IT,Energy,297.13,0.168,8,174,405,34,0,0.5
C0933,DE,Retail,56.72,0.516,6,424,420,33,0,0.44
C0934,IT,Tech,225.01,0.126,6,109,656,15,0,0.03
C0935,ES,Energy,97.4,0.248,9,425,330,20,1,23.41
C0936,BE,Energy,80.49,0.264,15,36,845,6,0,0.01
C0937,FR,Construction,133.04,0.154,10,216,817,6,0,0.04
C0938,FR,Construction,159.44,0.275,6,261,744,15,0,0.05
C0939,ES,Finance,115.48,0.403,6,130,832,9,0,0.03
C0940,ES,Retail,273.72,0.416,7,272,426,38,0,2.34
C0941,IT,Tech,132.65,0.561,12,450,784,4,0,0.1
C0942,ES,Retail,360.01,0.237,7,224,441,21,0,0.2
C0943,BE,Retail,220.7,0.434,11,271,366,22,1,60.28
C0944,ES,Tech,111.24,0.173,8,475,444,3,0,0.45
C0945,FR,Energy,98.87,0.598,9,462,726,18,0,0.08
C0946,FR,Finance,57.21,0.124,9,11,818,37,0,0.0
C0947,BE,Construction,222.19,0.377,9,364,636,5,0,0.2
C0948,FR,Construction,141.43,0.206,11,425,434,6,0,0.36
C0949,BE,Construction,34.45,0.155,7,471,630,7,0,0.05
C0950,DE,Retail,124.59,0.108,9,401,580,3,0,0.05
C0951,FR,Finance,96.47,0.433,7,45,584,35,0,0.19
C0952,DE,Finance,546.19,0.111,8,380,492,2,0,0.17
C0953,IT,Retail,55.04,0.467,4,423,376,11,0,0.38
C0954,ES,Energy,66.09,0.399,10,264,498,33,0,0.81
C0955,IT,Finance,394.25,0.257,12,15,789,39,0,0.07
C0956,IT,Energy,468.59,0.585,10,99,524,6,1,148.16
C0957,ES,Finance,107.61,0.407,7,141,311,15,0,1.26
C0958,IT,Finance,116.46,0.059,10,432,489,7,0,0.07
C0959,BE,Energy,279.04,0.311,7,67,553,8,0,0.08
C0960,ES,Retail,35.55,0.382,6,373,629,37,0,0.03
C0961,FR,Tech,49.26,0.203,11,93,652,14,0,0.01
C0962,ES,Tech,148.93,0.266,5,417,534,24,1,37.3
C0963,BE,Energy,536.42,0.346,3,10,378,7,0,2.2
C0964,DE,Energy,133.62,0.249,9,121,542,12,0,0.03
C0965,BE,Energy,194.54,0.176,10,55,301,15,1,55.23
C0966,ES,Retail,400.88,0.113,13,279,578,23,0,0.17
C0967,IT,Tech,792.2,0.567,12,391,544,36,1,186.34
C0968,DE,Construction,121.05,0.224,8,210,495,10,0,0.14
C0969,BE,Retail,179.15,0.361,5,269,664,26,0,0.04
C0970,FR,Tech,649.0,0.206,12,321,715,20,0,0.31
C0971,DE,Finance,62.46,0.444,11,230,445,32,0,0.09
C0972,ES,Retail,372.15,0.24,13,377,576,14,0,0.35
C0973,ES,Energy,88.87,0.485,4,145,580,17,1,25.08
C0974,ES,Tech,194.75,0.301,7,90,580,25,0,0.18
C0975,FR,Retail,152.96,0.056,9,97,521,18,0,0.17
C0976,DE,Energy,92.7,0.157,7,91,415,30,0,0.24
C0977,FR,Energy,91.09,0.273,12,23,394,1,0,1.22
C0978,ES,Retail,219.97,0.263,4,26,316,14,1,34.01
C0979,DE,Retail,363.9,0.455,9,31,328,7,0,7.92
C0980,ES,Retail,165.54,0.436,7,82,745,6,0,0.02
C0981,ES,Construction,190.39,0.304,7,318,338,3,1,63.74
C0982,IT,Finance,270.38,0.196,12,123,770,14,0,0.05
C0983,ES,Retail,91.82,0.084,13,294,793,9,0,0.01
C0984,IT,Tech,304.23,0.149,7,40,432,30,1,39.42
C0985,ES,Tech,321.67,0.169,9,401,543,20,0,0.06
C0986,IT,Tech,1121.63,0.194,9,181,498,31,0,0.15
C0987,IT,Tech,139.31,0.224,8,223,516,35,0,0.22
C0988,DE,Retail,131.54,0.122,5,339,496,31,0,0.01
C0989,DE,Energy,310.53,0.293,8,498,488,17,0,0.29
C0990,IT,Tech,321.62,0.072,11,397,676,39,0,0.02
C0991,DE,Tech,124.64,0.132,12,203,526,16,0,0.02
C0992,ES,Tech,136.7,0.236,10,176,402,33,0,0.05
C0993,FR,Finance,264.75,0.126,10,172,508,7,0,0.14
C0994,ES,Construction,101.56,0.081,8,46,838,38,0,0.01
C0995,ES,Energy,136.0,0.568,6,172,843,12,0,0.02
C0996,IT,Tech,193.0,0.316,4,380,334,25,0,0.37
C0997,ES,Finance,364.0,0.173,4,141,616,14,0,0.06
C0998,DE,Finance,118.72,0.405,10,198,835,9,0,0.02
C0999,BE,Retail,49.92,0.415,3,39,406,13,0,0.02
C1000,ES,Finance,47.39,0.263,10,129,337,24,0,0.14
C1001,BE,Construction,75.07,0.427,7,39,416,5,1,34.33
C1002,IT,Retail,72.3,0.14,8,237,474,8,0,0.08
C1003,ES,Construction,162.68,0.264,11,152,814,36,0,0.05
C1004,BE,Retail,78.87,0.432,6,485,437,4,0,1.02
C1005,FR,Retail,110.84,0.195,7,296,482,29,0,0.1
C1006,BE,Retail,105.44,0.557,9,189,442,12,1,24.3
C1007,BE,Energy,133.17,0.189,8,271,515,13,0,0.02
C1008,ES,Construction,457.49,0.208,9,479,847,15,0,0.55
C1009,IT,Energy,288.12,0.174,3,94,346,15,0,1.19
C1010,ES,Retail,183.33,0.212,7,130,552,28,0,0.15
C1011,DE,Retail,131.27,0.109,7,274,637,32,0,0.01
C1012,IT,Finance,133.85,0.303,10,57,365,15,0,0.5
C1013,DE,Finance,228.02,0.369,9,262,324,7,0,3.71
C1014,DE,Construction,272.85,0.194,2,82,840,1,0,0.03
C1015,ES,Retail,96.03,0.584,5,432,448,29,0,0.76
C1016,BE,Finance,185.96,0.344,6,388,433,36,0,0.06
C1017,DE,Construction,43.72,0.042,7,29,491,2,0,0.39
C1018,ES,Energy,210.23,0.249,7,271,339,23,0,0.87
C1019,FR,Retail,309.05,0.561,8,108,380,9,0,2.89
C1020,FR,Finance,149.0,0.148,8,293,313,9,0,0.13
C1021,FR,Energy,646.5,0.061,9,274,594,33,0,0.07
C1022,FR,Retail,97.82,0.541,5,484,554,10,0,0.7
C1023,BE,Tech,211.07,0.28,8,92,450,12,0,0.49
C1024,BE,Energy,176.78,0.332,10,254,805,5,0,0.33
C1025,BE,Retail,168.98,0.067,6,482,467,36,0,0.07
C1026,FR,Tech,167.33,0.338,10,62,309,36,0,0.89
C1027,FR,Energy,195.39,0.193,9,130,354,36,0,0.34
C1028,DE,Finance,328.18,0.242,12,360,698,9,0,0.07
C1029,ES,Retail,475.52,0.576,9,58,593,8,0,0.39
C1030,DE,Energy,180.99,0.19,5,107,443,37,0,0.13
C1031,ES,Finance,320.77,0.333,11,478,436,24,0,0.22
C1032,FR,Finance,110.91,0.312,12,292,420,11,0,0.24
C1033,IT,Finance,309.87,0.46,7,32,532,2,0,1.14
C1034,DE,Retail,106.34,0.118,8,427,687,32,0,0.01
C1035,FR,Finance,388.95,0.225,12,264,650,32,0,0.03
C1036,IT,Finance,851.88,0.061,10,241,711,1,0,0.26
C1037,BE,Tech,166.42,0.215,5,496,322,19,0,1.12
C1038,FR,Energy,39.06,0.259,10,160,607,19,0,0.16
C1039,ES,Energy,123.51,0.303,6,192,720,19,0,0.06
C1040,BE,Energy,429.37,0.207,2,289,411,15,0,0.21
C1041,IT,Tech,266.97,0.257,5,124,620,13,0,0.41
C1042,BE,Finance,215.78,0.436,6,67,303,14,1,11.31
C1043,ES,Finance,367.26,0.176,12,73,800,36,0,0.01
C1044,DE,Tech,254.45,0.086,6,157,705,39,0,0.01
C1045,IT,Finance,425.14,0.156,7,44,642,5,0,0.23
C1046,FR,Tech,345.02,0.303,10,254,629,29,0,0.09
C1047,DE,Construction,525.94,0.162,8,496,668,23,0,0.08
C1048,IT,Energy,233.03,0.273,10,130,532,10,0,0.82
C1049,IT,Energy,341.61,0.215,13,25,831,8,0,0.14
C1050,FR,Retail,146.21,0.451,7,24,417,30,0,1.16
C1051,ES,Construction,118.98,0.266,5,87,745,15,0,0.08
C1052,DE,Tech,598.69,0.364,9,294,719,6,0,0.59
C1053,ES,Tech,210.89,0.537,10,237,760,38,0,0.11
C1054,BE,Retail,318.43,0.118,7,203,338,37,0,0.2
C1055,FR,Finance,197.67,0.241,10,378,544,17,0,0.29
C1056,BE,Retail,120.23,0.29,6,198,653,17,0,0.16
C1057,ES,Construction,182.67,0.288,4,309,640,17,0,0.16
C1058,IT,Finance,495.32,0.275,8,498,678,8,0,0.68
C1059,ES,Retail,267.38,0.081,6,88,648,5,0,0.12
C1060,DE,Energy,54.71,0.176,5,60,422,11,0,0.1
C1061,IT,Energy,155.92,0.368,11,112,755,16,0,0.06
C1062,IT,Tech,631.19,0.112,3,81,565,7,0,0.51
C1063,FR,Construction,156.08,0.395,5,415,833,2,0,0.05
C1064,IT,Energy,51.4,0.356,8,438,586,37,0,0.02
C1065,IT,Energy,682.07,0.2,6,282,595,35,0,0.23
C1066,DE,Energy,292.27,0.27,5,69,625,12,0,0.08
C1067,BE,Finance,172.6,0.235,12,426,779,24,0,0.01
C1068,IT,Construction,139.77,0.3,13,459,795,6,0,0.04
C1069,DE,Tech,386.7,0.109,6,206,621,37,0,0.08
C1070,FR,Finance,124.04,0.297,8,337,600,32,0,0.1
C1071,IT,Finance,404.96,0.373,14,306,329,7,1,81.1
C1072,DE,Finance,264.95,0.293,5,266,337,9,0,1.01
C1073,IT,Construction,215.14,0.228,5,179,705,13,0,0.04
C1074,ES,Tech,200.71,0.276,9,142,489,4,0,0.83
C1075,ES,Construction,160.38,0.246,11,141,540,14,0,1.12
C1076,FR,Tech,376.89,0.493,7,182,645,27,0,0.17
C1077,IT,Tech,98.91,0.27,7,381,422,29,0,0.21
C1078,FR,Energy,58.24,0.273,5,413,483,1,0,0.24
C1079,ES,Finance,278.69,0.4,10,61,323,14,0,1.5
C1080,BE,Energy,281.99,0.151,9,33,722,33,0,0.06
C1081,BE,Tech,253.7,0.195,10,241,579,34,0,0.02
C1082,BE,Energy,241.15,0.218,6,385,404,22,0,0.9
C1083,BE,Tech,144.84,0.528,9,282,627,29,0,0.25
C1084,ES,Construction,314.58,0.296,4,414,378,10,0,5.53
C1085,DE,Tech,175.58,0.221,6,358,729,34,0,0.09
C1086,BE,Energy,128.9,0.186,0,354,427,19,0,0.27
C1087,BE,Tech,145.72,0.189,7,271,448,27,0,0.03
C1088,BE,Tech,745.79,0.127,8,31,781,11,0,0.16
C1089,IT,Finance,53.81,0.291,9,93,708,7,0,0.01
C1090,FR,Tech,257.2,0.263,8,372,674,21,0,0.01
C1091,ES,Retail,55.96,0.081,8,157,631,21,0,0.01
C1092,ES,Tech,168.05,0.527,12,362,586,23,0,1.32
C1093,BE,Energy,133.82,0.226,9,172,405,32,0,0.33
C1094,DE,Retail,42.12,0.412,2,11,465,31,0,0.15
C1095,DE,Tech,238.01,0.193,11,339,829,12,0,0.03
C1096,FR,Retail,138.93,0.36,8,446,805,19,0,0.02
C1097,BE,Energy,41.7,0.056,7,225,699,4,0,0.01
C1098,IT,Construction,326.26,0.369,8,70,788,31,0,0.06
C1099,FR,Finance,494.97,0.386,6,210,742,6,0,0.05
C1100,ES,Tech,514.44,0.165,5,480,519,3,0,0.32
C1101,ES,Finance,233.05,0.132,8,162,693,21,0,0.08
C1102,ES,Tech,187.21,0.236,6,40,713,36,0,0.04
C1103,BE,Construction,459.3,0.303,4,385,376,15,0,3.46
C1104,FR,Energy,588.55,0.191,11,122,802,8,0,0.09
C1105,DE,Construction,400.81,0.053,13,23,571,8,0,0.1
C1106,FR,Construction,93.78,0.181,10,346,472,33,0,0.28
C1107,DE,Energy,208.71,0.223,13,172,560,26,0,0.16
C1108,BE,Tech,246.57,0.259,14,72,480,20,0,0.09
C1109,BE,Energy,51.07,0.32,11,31,482,37,0,0.14
C1110,FR,Finance,251.78,0.4,6,96,600,5,0,0.54
C1111,IT,Finance,889.89,0.607,9,79,848,25,0,0.04
C1112,DE,Finance,283.71,0.276,7,10,524,15,0,0.34
C1113,FR,Retail,508.46,0.403,10,188,418,10,1,113.34
C1114,DE,Energy,206.03,0.129,7,414,718,36,0,0.0
C1115,FR,Retail,172.22,0.105,6,200,462,38,0,0.11
C1116,ES,Construction,236.72,0.47,8,23,595,33,0,0.72
C1117,BE,Finance,102.4,0.148,5,441,439,6,0,0.07
C1118,ES,Retail,92.33,0.387,4,318,416,29,0,0.41
C1119,IT,Construction,439.84,0.027,7,482,438,14,0,0.55
C1120,ES,Finance,473.73,0.492,6,293,496,15,0,3.07
C1121,FR,Finance,90.58,0.075,5,241,825,8,0,0.0
C1122,FR,Tech,356.95,0.451,13,258,669,23,0,0.11
C1123,DE,Retail,170.57,0.228,9,8,682,34,0,0.02
C1124,DE,Finance,229.95,0.378,6,190,329,10,0,0.97
C1125,BE,Finance,250.17,0.269,14,223,305,21,0,1.5
C1126,BE,Energy,363.6,0.294,8,153,488,26,0,1.14
C1127,BE,Finance,192.08,0.194,4,419,788,25,0,0.01
C1128,IT,Retail,486.44,0.36,7,478,308,11,0,11.69
C1129,ES,Construction,225.11,0.577,15,241,721,2,0,0.25
C1130,IT,Retail,280.6,0.397,8,393,751,33,0,0.13
C1131,ES,Finance,101.16,0.174,7,115,452,24,0,0.23
C1132,IT,Construction,821.44,0.376,14,461,364,28,0,7.04
C1133,IT,Finance,251.86,0.131,12,353,384,21,0,0.74
C1134,IT,Energy,298.6,0.135,11,368,342,16,0,0.96
C1135,IT,Retail,58.81,0.232,3,299,764,10,0,0.02
C1136,FR,Retail,101.91,0.221,9,415,732,26,0,0.02
C1137,IT,Tech,431.18,0.254,10,269,670,33,0,0.02
C1138,DE,Construction,221.59,0.3,7,482,349,13,0,2.62
C1139,IT,Retail,47.48,0.407,8,332,822,1,0,0.0
C1140,ES,Finance,374.95,0.276,11,229,676,7,0,0.18
C1141,BE,Tech,123.88,0.44,9,108,755,23,0,0.03
C1142,DE,Energy,486.83,0.596,12,453,508,10,1,194.43
C1143,BE,Tech,170.46,0.445,2,32,408,32,0,0.26
C1144,BE,Energy,209.2,0.333,8,26,751,11,0,0.09
C1145,DE,Energy,413.75,0.256,11,20,328,20,0,4.28
C1146,ES,Retail,96.71,0.527,8,58,400,9,0,0.93
C1147,ES,Energy,90.47,0.272,5,127,384,18,0,0.11
C1148,IT,Construction,157.98,0.349,5,247,346,27,0,0.53
C1149,IT,Finance,323.44,0.449,2,141,603,32,0,0.33
C1150,BE,Tech,71.41,0.202,12,229,425,29,0,0.22
C1151,DE,Finance,56.39,0.071,6,226,831,20,0,0.0
C1152,ES,Finance,322.66,0.287,6,221,812,18,0,0.06
C1153,ES,Finance,118.86,0.353,7,34,392,13,0,0.32
C1154,BE,Tech,137.75,0.262,11,270,756,39,0,0.02
C1155,DE,Finance,49.41,0.643,8,153,321,29,1,11.56
C1156,ES,Energy,112.7,0.285,5,271,457,35,1,6.34
C1157,FR,Retail,180.31,0.43,10,34,662,29,0,0.24
C1158,BE,Tech,347.67,0.331,8,435,413,4,0,0.44
C1159,DE,Construction,105.65,0.082,4,362,342,11,0,0.09
C1160,DE,Retail,578.34,0.078,9,176,386,18,0,1.24
C1161,ES,Energy,112.26,0.524,9,183,662,13,0,0.19
C1162,ES,Construction,112.37,0.3,8,161,421,36,0,0.4
C1163,BE,Retail,531.74,0.243,6,495,435,20,1,141.4
C1164,ES,Energy,210.19,0.265,11,352,412,9,0,0.78
C1165,ES,Tech,123.17,0.199,5,232,785,24,0,0.01
C1166,FR,Energy,162.62,0.47,7,325,788,15,0,0.13
C1167,FR,Tech,467.38,0.433,10,36,742,5,0,0.01
C1168,DE,Finance,505.9,0.197,5,415,310,37,0,0.74
C1169,BE,Retail,102.33,0.34,11,299,437,37,0,0.16
C1170,BE,Finance,175.97,0.495,7,158,784,31,0,0.03
C1171,IT,Construction,193.08,0.314,7,348,604,13,0,1.61
C1172,IT,Finance,90.89,0.098,12,8,322,33,0,0.04
C1173,DE,Finance,174.34,0.307,4,247,436,12,0,0.06
C1174,FR,Retail,181.95,0.186,4,472,754,35,0,0.0
C1175,FR,Finance,402.68,0.508,9,381,783,35,0,0.1
C1176,DE,Energy,422.08,0.511,7,26,534,7,1,36.12
C1177,DE,Finance,143.96,0.442,8,297,383,13,0,0.03
C1178,FR,Finance,156.06,0.294,8,341,342,28,0,0.84
C1179,DE,Energy,288.59,0.233,8,265,423,10,0,0.58
C1180,FR,Tech,120.35,0.593,14,164,739,32,0,0.11
C1181,IT,Retail,273.7,0.06,15,341,754,27,0,0.0
C1182,BE,Retail,170.45,0.185,11,214,441,9,0,0.27
C1183,IT,Tech,91.97,0.286,10,474,837,31,0,0.0
C1184,ES,Finance,92.78,0.373,5,419,782,2,0,0.0
C1185,ES,Energy,499.17,0.256,6,455,843,15,0,0.09
C1186,DE,Energy,162.47,0.316,9,212,713,7,0,0.12
C1187,FR,Tech,571.49,0.094,8,340,615,1,0,0.33
C1188,ES,Energy,126.53,0.261,7,76,839,29,0,0.03
C1189,ES,Construction,222.26,0.613,8,377,678,6,0,0.68
C1190,FR,Finance,967.65,0.563,9,378,757,28,0,0.19
C1191,ES,Construction,86.47,0.354,6,388,521,3,0,0.66
C1192,DE,Construction,48.02,0.124,11,15,432,35,0,0.2
C1193,FR,Finance,446.13,0.197,7,230,615,39,0,0.04
C1194,IT,Energy,101.62,0.163,4,140,525,13,0,0.03
C1195,ES,Finance,178.66,0.307,10,457,493,19,0,0.8
C1196,IT,Tech,120.28,0.185,10,271,683,25,0,0.03
C1197,IT,Retail,218.7,0.1,10,307,635,24,0,0.08
C1198,BE,Energy,93.19,0.288,9,221,473,2,0,0.13
C1199,BE,Retail,159.82,0.551,5,61,432,39,0,0.66
C1200,IT,Retail,248.36,0.11,7,312,600,37,0,0.02
C1201,BE,Finance,89.5,0.425,8,307,479,19,0,0.15
C1202,ES,Construction,111.05,0.307,7,193,430,22,1,24.03
C1203,BE,Tech,142.14,0.564,9,316,422,7,1,36.07
C1204,IT,Finance,66.67,0.103,8,198,664,30,0,0.07
C1205,IT,Retail,134.86,0.255,6,331,528,21,1,68.51
C1206,BE,Tech,196.99,0.508,8,177,488,12,0,0.44
C1207,ES,Construction,137.05,0.378,9,387,363,12,1,60.83
C1208,IT,Tech,149.91,0.321,5,444,330,4,0,0.78
C1209,DE,Construction,178.76,0.2,5,244,682,31,0,0.02
C1210,BE,Finance,114.55,0.588,8,13,832,3,0,0.08
C1211,IT,Retail,294.05,0.353,7,342,478,22,0,0.46
C1212,IT,Retail,495.31,0.429,10,470,764,32,0,0.09
C1213,ES,Finance,130.97,0.5,7,356,630,3,0,0.39
C1214,BE,Energy,254.59,0.369,4,182,467,6,0,0.46
C1215,FR,Energy,153.28,0.501,7,284,611,30,0,0.33
C1216,FR,Energy,234.12,0.274,11,185,371,33,1,42.91
C1217,ES,Energy,542.42,0.509,7,388,485,4,0,6.47
C1218,IT,Construction,258.8,0.065,14,364,704,11,0,0.03
C1219,BE,Energy,52.38,0.542,11,314,768,24,0,0.01
C1220,ES,Retail,249.09,0.108,10,197,421,22,0,0.17
C1221,IT,Construction,429.66,0.269,12,90,800,21,0,0.38
C1222,ES,Construction,155.23,0.671,13,310,632,11,0,0.29
C1223,BE,Retail,363.92,0.158,10,171,426,22,0,0.71
C1224,IT,Tech,111.82,0.55,7,452,728,2,0,0.05
C1225,ES,Construction,64.08,0.214,3,36,784,35,0,0.0
C1226,BE,Construction,200.1,0.157,8,423,449,22,1,84.27
C1227,FR,Retail,53.01,0.287,5,390,358,15,0,0.02
C1228,BE,Retail,153.26,0.32,5,260,456,15,0,0.22
C1229,FR,Energy,446.21,0.297,6,496,716,15,0,0.01
C1230,DE,Energy,47.62,0.148,8,359,333,17,0,0.28
C1231,BE,Finance,74.02,0.413,11,25,459,8,1,16.63
C1232,IT,Energy,88.02,0.237,5,199,475,24,0,0.48
C1233,BE,Finance,173.41,0.216,13,421,309,8,0,0.84
C1234,IT,Tech,140.33,0.454,7,389,628,13,0,0.01
C1235,IT,Energy,482.7,0.558,8,84,743,34,0,0.02
C1236,DE,Retail,353.56,0.418,9,89,385,22,0,1.49
C1237,FR,Energy,256.39,0.186,4,462,787,36,0,0.01
C1238,FR,Retail,200.73,0.469,5,27,824,26,0,0.01
C1239,DE,Energy,238.71,0.132,6,475,778,31,0,0.04
C1240,FR,Tech,99.15,0.082,10,272,697,4,0,0.04
C1241,ES,Retail,330.32,0.089,9,404,546,20,0,0.05
C1242,IT,Retail,83.23,0.14,7,111,412,14,0,0.18
C1243,BE,Energy,325.31,0.327,8,175,802,1,0,0.1
C1244,ES,Finance,415.84,0.47,4,365,591,4,0,0.94
C1245,BE,Retail,210.1,0.177,14,85,548,8,0,0.17
C1246,BE,Energy,160.24,0.472,9,55,515,1,0,0.25
C1247,BE,Tech,239.9,0.054,9,306,420,18,0,0.14
C1248,ES,Finance,24.46,0.408,11,9,510,2,1,13.37
C1249,DE,Energy,223.99,0.174,7,469,739,33,0,0.03
C1250,BE,Finance,167.44,0.224,12,339,607,24,0,0.03
C1251,DE,Tech,174.96,0.272,11,358,517,38,1,32.49
C1252,ES,Retail,297.25,0.302,7,252,359,4,1,96.88
C1253,FR,Energy,172.03,0.316,8,313,528,4,0,0.56
C1254,IT,Construction,81.6,0.137,10,476,418,34,0,0.24
C1255,IT,Finance,164.19,0.287,4,7,518,16,0,0.05
C1256,FR,Finance,190.05,0.152,10,127,382,30,0,0.41
C1257,DE,Finance,196.46,0.088,5,350,821,8,0,0.0
C1258,ES,Construction,203.03,0.296,9,66,395,1,0,2.21
C1259,ES,Tech,375.24,0.269,10,126,368,20,1,95.29
C1260,BE,Energy,84.76,0.069,9,16,660,23,0,0.01
C1261,DE,Retail,205.0,0.138,6,32,489,5,0,0.1
C1262,BE,Energy,447.18,0.065,5,224,847,1,0,0.02
C1263,ES,Tech,53.83,0.533,8,331,522,9,0,0.1
C1264,BE,Retail,205.56,0.098,4,54,658,5,0,0.01
C1265,DE,Tech,120.33,0.272,9,491,758,39,0,0.06
